,,2refs,,,,gold,,,,4refs,,,,3refs,,,,6refs,,,,5refs,,,,1refs,,,,8refs,,,,7refs,
2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
3,5,0.9941940412528646,ORDERED with align,15,0,1.0,ORDERED with align,3,5,0.9941940412528646,ORDERED with align,3,5,0.9941940412528646,ORDERED with align,1,0,1.0,ORDERED with align,15,0,1.0,ORDERED with align,3,5,0.9941940412528646,ORDERED with align,3,5,0.9941940412528646,ORDERED with align,3,5,0.9941940412528646,ORDERED with align
2,0,1.0,ORDERED with align,5,2,0.6868131868131868,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,13,4,0.3216783216783217,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
5,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,5,6,-0.05294117647058824,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,2,0.9929824561403509,ORDERED with align,12,5,0.8285714285714284,ORDERED with align,8,0,1.0,ORDERED with align,2,2,0.9929824561403509,ORDERED with align,2,2,0.9929824561403509,ORDERED with align,2,2,0.9929824561403509,ORDERED with align,8,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,4,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
27,2,0.7380952380952381,ORDERED with align,0,0,1.0,ORDERED with align,27,2,0.7380952380952381,ORDERED with align,27,2,0.7380952380952381,ORDERED with align,29,4,-0.023809523809523815,ORDERED with align,27,2,0.7380952380952381,ORDERED with align,27,2,0.7380952380952381,ORDERED with align,27,2,0.7380952380952381,ORDERED with align,27,2,0.7380952380952381,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
7,0,1.0,ORDERED with align,8,8,0.9419813902572524,ORDERED with align,7,1,0.8814229249011858,ORDERED with align,7,1,0.8814229249011858,ORDERED with align,7,1,0.8814229249011858,ORDERED with align,7,1,0.8814229249011858,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,7,3,0.09999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,14,2,0.9368421052631578,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,10,4,-0.21678321678321683,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,14,3,0.8470588235294119,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,2,2,0.9902319902319903,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,13,0,1.0,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,23,3,0.04761904761904763,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,17,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,0,0,0.9999999999999999,ORDERED with align
26,0,1.0,ORDERED with align,18,3,0.9733333333333332,ORDERED with align,0,0,1.0,ORDERED with align,16,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,26,0,1.0,ORDERED with align,11,0,1.0,ORDERED with align,26,0,1.0,ORDERED with align,26,0,1.0,ORDERED with align
12,0,0.9999999999999999,ORDERED with align,11,5,0.7832167832167832,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,12,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,7,1,0.9683794466403164,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,0,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,10,4,-0.5176470588235293,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,2,0.7,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,21,7,-0.07058823529411765,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,0.9999999999999998,ORDERED with align,10,5,-0.09782608695652174,ORDERED with align,14,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align,14,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,9,0,0.9999999999999999,ORDERED with align,11,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align,8,0,1.0,ORDERED with align
4,2,0.9794117647058824,ORDERED with align,2,2,0.8988648090815273,ORDERED with align,1,0,1.0,ORDERED with align,4,2,0.9794117647058824,ORDERED with align,1,0,1.0,ORDERED with align,4,2,0.9794117647058824,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
9,0,1.0,ORDERED with align,9,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,9,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,2,1,0.9991304347826085,ORDERED with align,9,0,1.0,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,9,0,1.0,ORDERED with align
2,2,0.9085262563523435,ORDERED with align,6,2,0.9278195488721804,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,2,0.9085262563523435,ORDERED with align,0,0,1.0,ORDERED with align,2,2,0.9085262563523435,ORDERED with align,1,0,1.0,ORDERED with align
3,0,0.9999999999999999,ORDERED with align,2,2,0.8626373626373626,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,3,0,0.9999999999999999,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,7,2,0.9397233201581027,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,0,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
1,0,1.0,ORDERED with align,5,1,0.9954887218045112,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
7,1,0.8461538461538461,ORDERED with align,5,0,1.0,ORDERED with align,5,1,0.8392857142857142,ORDERED with align,2,0,1.0,ORDERED with align,7,1,0.8461538461538461,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,7,1,0.8461538461538461,ORDERED with align,7,1,0.8461538461538461,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,2,0.981424148606811,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
24,1,0.9580419580419581,ORDERED with align,14,6,0.9348659003831418,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,2,0.993984962406015,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,4,3,-1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,6,2,-0.5549450549450549,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,8,3,0.9264705882352943,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
3,1,0.9454545454545454,ORDERED with align,4,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,5,1,0.990909090909091,ORDERED with align,3,1,0.9454545454545454,ORDERED with align,3,1,0.9454545454545454,ORDERED with align,5,1,0.990909090909091,ORDERED with align,3,1,0.9454545454545454,ORDERED with align
1,0,1.0,ORDERED with align,27,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,32,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align,5,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,6,3,0.7696969696969697,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,6,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,1,0.9911764705882352,ORDERED with align,1,1,0.9970588235294118,ORDERED with align,1,0,1.0,ORDERED with align,1,1,0.9970588235294118,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
4,2,0.8833333333333333,ORDERED with align,2,1,0.6606060606060605,ORDERED with align,4,2,0.8833333333333333,ORDERED with align,3,1,0.9500000000000001,ORDERED with align,4,2,0.8833333333333333,ORDERED with align,3,1,0.9500000000000001,ORDERED with align,4,2,0.8833333333333333,ORDERED with align,4,2,0.8833333333333333,ORDERED with align,4,2,0.8833333333333333,ORDERED with align
3,0,1.0,ORDERED with align,6,3,0.8464144551101074,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,1,0.9970588235294118,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align,4,0,1.0,ORDERED with align
0,0,0.9999999999999999,ORDERED with align,7,2,0.9,ORDERED with align,4,1,0.7857142857142859,ORDERED with align,4,1,0.7857142857142859,ORDERED with align,4,1,0.7857142857142859,ORDERED with align,4,1,0.7857142857142859,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,4,1,0.7857142857142859,ORDERED with align,4,1,0.7857142857142859,ORDERED with align
5,2,-0.6,ORDERED with align,4,2,-0.2606060606060606,ORDERED with align,3,0,1.0,ORDERED with align,5,2,-0.6,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,5,2,-0.6,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,1,0.9422084623323013,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,3,1,0.9790209790209792,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,9,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,9,0,0.9999999999999999,ORDERED with align,9,0,0.9999999999999999,ORDERED with align
3,0,1.0,ORDERED with align,15,6,0.8530769230769231,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align
12,0,1.0,ORDERED with align,5,1,0.9955506117908787,ORDERED with align,16,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align,16,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align,16,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,6,1,0.9674876847290638,ORDERED with align,12,0,1.0,ORDERED with align,10,1,0.9683794466403164,ORDERED with align,10,1,0.9683794466403164,ORDERED with align,12,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align,12,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,10,2,0.2657342657342658,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align,13,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,5,3,0.9480519480519479,ORDERED with align,2,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
7,0,1.0,ORDERED with align,12,7,-0.1961038961038961,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,7,4,0.7842105263157895,ORDERED with align,3,0,0.9999999999999999,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,12,6,0.007352941176470588,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align
1,0,0.9999999999999999,ORDERED with align,5,1,0.9966120835686054,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,18,0,1.0,ORDERED with align,0,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align,1,0,0.9999999999999999,ORDERED with align
1,0,1.0,ORDERED with align,5,2,-0.5174825174825175,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,3,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,5,2,-0.18787878787878787,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,4,0,0.9999999999999999,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,4,0,0.9999999999999999,ORDERED with align
0,0,1.0,ORDERED with align,9,3,0.41208791208791207,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
1,0,0.9999999999999998,ORDERED with align,13,3,0.9052631578947368,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align,1,0,0.9999999999999998,ORDERED with align
2,0,1.0,ORDERED with align,5,1,-0.4303405572755417,ORDERED with align,2,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,7,0,1.0,ORDERED with align
1,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
2,0,1.0,ORDERED with align,3,3,0.6467532467532467,ORDERED with align,1,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,2,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,0,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align,1,0,1.0,ORDERED with align
